freq,nace_r1,currency,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 
A,J,NAC,CZ	137.93 	166.55 	170.80 	193.10 	215.74 	244.90 	288.76 	306.64 	341.36 	356.60 	377.72 	405.15 	418.95 	: 
A,J,NAC,DE	: 	28.02 	29.73 	30.61 	31.50 	33.20 	34.10 	35.50 	36.80 	37.60 	37.40 	37.40 	38.10 	: 
A,J,NAC,DK	: 	: 	230.53 	243.38 	246.89 	254.97 	285.94 	300.68 	310.00 	326.15 	338.54 	354.02 	365.53 	: 
A,J,NAC,EE	: 	3.30 	4.19 	4.87 	5.50 	6.21 	7.12 	8.01 	8.79 	9.06 	9.70 	10.16 	12.83 	14.64 
A,J,NAC,EL	11.83 	12.84 	13.93 	15.11 	16.40 	17.79 	19.31 	20.95 	22.73 	: 	: 	: 	: 	: 
A,J,NAC,ES	: 	25.52 	25.47 	25.49 	25.93 	26.72 	26.69 	27.37 	28.46 	29.80 	31.27 	32.24 	33.45 	: 
A,J,NAC,FI	: 	: 	: 	: 	: 	28.34 	30.88 	27.48 	29.48 	30.00 	30.86 	30.57 	32.17 	33.78 
A,J,NAC,FR	: 	32.29 	33.57 	34.37 	35.49 	38.36 	40.79 	41.84 	42.27 	43.70 	43.84 	45.68 	48.58 	48.98 
A,J,NAC,HU	: 	977.89 	1234.63 	1510.17 	1604.62 	1969.80 	2142.12 	2481.72 	2841.00 	3255.00 	3575.00 	4107.00 	3836.00 	: 
A,J,NAC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.39 	: 	: 
A,J,NAC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4654.00 	: 	: 
A,J,NAC,IT	: 	27.52 	29.11 	28.83 	29.78 	32.16 	33.05 	34.55 	37.23 	37.93 	: 	: 	: 	: 
A,J,NAC,LT	: 	12.64 	14.37 	16.06 	18.79 	18.08 	19.50 	21.60 	22.67 	23.23 	25.06 	28.23 	32.62 	: 
A,J,NAC,LU	: 	36.69 e	38.68 e	40.08 e	40.86 e	42.08 e	44.14 e	46.03 e	48.09 e	53.47 e	55.78 	56.78 	59.05 	61.67 
A,J,NAC,LV	: 	: 	1.95 	2.26 	2.36 	2.67 	2.91 	3.16 	3.49 	3.86 	4.62 	5.68 	6.97 	8.32 
A,J,NAC,MT	: 	: 	: 	: 	: 	: 	: 	11.87 	13.05 	13.67 	14.35 	15.00 	15.43 	: 
A,J,NAC,NL	: 	28.02 	26.65 	28.07 	29.91 	31.96 	35.72 	39.40 	40.27 	43.00 	44.18 	: 	: 	: 
A,J,NAC,PL	: 	15.15 	19.95 	23.47 	: 	26.69 	31.86 	34.05 	34.89 	35.66 	38.79 	40.85 	45.19 	: 
A,J,NAC,PT	: 	16.50 	17.14 	17.81 	18.50 	19.01 	20.00 	21.00 	22.00 	23.10 	23.70 	24.45 	24.86 	25.74 
A,J,NAC,RO	: 	: 	: 	: 	: 	7.63 	11.11 	15.01 	17.76 	21.39 	23.94 	25.98 	30.03 	: 
A,J,NAC,SE	231.74 	248.64 	257.42 	273.89 	291.08 	362.50 	383.18 	396.61 	413.71 	414.90 	439.72 	449.02 	457.80 	: 
A,J,NAC,SI	7.06 	8.20 	9.18 	10.10 	11.12 	12.36 	13.95 	14.98 	16.18 	16.93 	17.59 	19.90 	21.30 	: 
A,J,NAC,SK	: 	5.00 	5.47 	6.05 	6.10 	6.29 	6.76 	8.45 b	8.63 	10.29 	10.82 	12.12 	12.59 	: 
A,J,NAC,UK	: 	17.78 	21.18 	21.86 	22.74 	24.43 	26.12 	26.61 	27.36 	27.95 	22.89 	23.66 	25.01 	: 
A,J,PPS,AT	: 	29.72 	30.71 	31.63 	33.08 	33.69 	34.50 	35.37 	38.17 	38.67 	39.32 	42.77 	42.70 	40.46 
A,J,PPS,BE	: 	: 	: 	: 	: 	39.65 	40.70 	42.93 	42.68 	45.24 	45.79 	46.65 	49.12 	49.64 
A,J,PPS,BG	: 	: 	: 	4.17 e	5.20 e	5.98 	6.43 	6.67 	7.55 	8.28 	8.26 	8.41 	9.31 	: 
A,J,PPS,CH	: 	: 	: 	: 	: 	29.61 	: 	32.61 	: 	33.16 	: 	38.15 	: 	42.86 
A,J,PPS,CY	: 	11.34 	12.41 	13.09 	13.51 	14.11 	14.85 	15.74 	16.76 	18.61 	20.72 	21.52 	22.54 	24.52 
A,J,PPS,CZ	9.55 	11.02 	10.71 	11.29 	12.60 	14.31 	16.95 	17.45 	19.65 	20.18 	21.79 	23.30 	24.18 	: 
A,J,PPS,DE	: 	25.13 	27.01 	27.96 	29.36 	31.16 	31.88 	33.29 	34.66 	35.89 	36.17 	36.44 	37.46 	: 
A,J,PPS,DK	: 	: 	23.41 	25.07 	25.26 	26.27 	28.39 	30.24 	29.56 	31.41 	32.33 	34.30 	35.73 	: 
A,J,PPS,EE	: 	6.79 	8.22 	8.94 	9.68 	10.85 	11.67 	13.16 	14.16 	14.37 	14.99 	14.82 	17.49 	18.84 
A,J,PPS,EL	16.04 	16.65 	17.52 	18.16 	19.43 	21.24 	23.46 	26.12 	26.46 	: 	: 	: 	: 	: 
A,J,PPS,ES	: 	29.08 	29.38 	29.65 	30.15 	31.43 	31.27 	32.35 	32.20 	32.76 	34.28 	35.13 	36.02 	: 
A,J,PPS,FI	: 	: 	: 	: 	: 	23.45 	24.75 	22.17 	23.28 	24.23 	24.94 	24.91 	26.90 	27.84 
A,J,PPS,FR	: 	27.82 	29.74 	30.84 	32.48 	36.25 	39.20 	40.43 	38.43 	39.74 	40.47 	42.08 	44.96 	43.75 
A,J,PPS,HU	: 	11.37 	12.57 	13.74 	13.49 	15.41 	15.77 	17.78 	19.22 	20.86 	22.72 	25.63 	22.88 	: 
A,J,PPS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.42 	: 	: 
A,J,PPS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.65 	: 	: 
A,J,PPS,IT	: 	27.37 	29.32 	29.32 	30.32 	33.00 	33.14 	33.64 	35.92 	36.14 	: 	: 	: 	: 
A,J,PPS,LT	: 	6.81 	7.33 	7.86 	9.41 	9.30 	10.06 	11.53 	12.55 	12.57 	13.22 	14.26 	15.74 	: 
A,J,PPS,LU	: 	34.54 e	36.12 e	38.19 e	39.73 e	41.47 e	42.63 e	45.08 e	46.57 e	51.89 e	49.92 	50.99 	51.45 	52.49 
A,J,PPS,LV	: 	: 	6.19 	6.95 	7.24 	8.12 	8.80 	9.55 	10.01 	10.33 	11.64 	13.42 	14.95 	15.84 
A,J,PPS,MT	: 	: 	: 	: 	: 	: 	: 	16.71 	18.26 	18.73 	19.61 	20.06 	20.44 	: 
A,J,PPS,NL	: 	26.85 	25.69 	27.28 	29.13 	31.96 	34.69 	38.30 	37.36 	40.51 	42.16 	: 	: 	: 
A,J,PPS,PL	: 	8.74 	10.36 	11.19 	: 	11.51 	13.39 	14.43 	14.57 	14.80 	15.77 	16.79 	19.35 	: 
A,J,PPS,PT	: 	20.33 	20.97 	21.07 	22.20 	22.91 	23.71 	24.33 	25.57 	26.44 	27.83 	28.78 	29.01 	29.24 
A,J,PPS,RO	: 	: 	: 	: 	: 	9.01 	10.24 	11.18 	10.89 	12.19 	12.13 	12.79 	14.12 	: 
A,J,PPS,SE	19.73 	21.65 	22.61 	24.18 	26.15 	33.65 	34.54 	35.56 	36.71 	37.45 	39.74 	40.95 	42.81 	: 
A,J,PPS,SI	14.54 	15.74 	16.79 	17.55 	18.48 	19.68 	20.74 	21.35 	21.75 	22.47 	23.12 	25.95 	27.00 	: 
A,J,PPS,SK	: 	9.59 	10.39 	11.00 	10.28 	10.03 	10.83 	13.33 	12.36 	14.11 	15.23 	16.89 	17.77 	: 
A,J,PPS,UK	: 	23.55 	28.43 	28.79 	29.87 	33.42 	35.97 	36.15 	36.67 	37.96 	30.47 	31.38 	32.07 	: 
A,J_K,EUR,AT	: 	29.36 	28.67 	28.46 	28.70 	28.81 	28.80 	28.41 	29.70 	29.27 	29.53 	30.74 	31.29 	30.62 
A,J_K,EUR,BE	: 	: 	: 	: 	: 	30.80 	32.40 	34.00 	34.78 	33.80 	33.69 	34.24 	34.86 	35.81 
A,J_K,EUR,BG	: 	: 	: 	: e	: e	1.34 	1.44 	1.49 	1.58 	1.71 	1.92 	2.14 	2.56 	: 
A,J_K,EUR,CH	: 	: 	: 	: 	: 	39.86 	: 	44.12 	: 	42.09 	: 	44.54 	: 	46.76 
A,J_K,EUR,CY	: 	8.18 	9.11 	9.67 	10.16 	10.49 	11.00 	11.82 	12.84 	13.99 	14.84 	15.51 	16.05 	17.22 
A,J_K,EUR,CZ	3.09 	3.28 	3.66 	4.06 	4.33 	4.74 	5.86 	6.47 	6.72 	7.06 	8.86 	8.87 	9.65 	: 
A,J_K,EUR,DE	: 	24.50 	24.90 	25.30 	25.80 	26.80 	27.20 	27.90 	28.60 	28.90 	29.20 	28.90 	29.00 	: 
A,J_K,EUR,DK	: 	: 	: 	: 	: 	: 	: 	34.51 	35.69 	36.83 	37.95 	39.43 	40.96 	: 
A,J_K,EUR,EE	: 	: 	: 	: 	: 	: 	: 	5.01 	5.27 	5.71 	6.03 	6.91 	7.54 	8.59 
A,J_K,EUR,EL	: 	: 	: 	: 	: 	: 	18.62 	20.27 	22.06 	: 	: 	: 	: 	: 
A,J_K,EUR,ES	: 	17.36 	16.45 	15.58 	15.95 	15.59 	15.34 	16.02 	16.75 	17.30 	17.69 	18.27 	19.12 	: 
A,J_K,EUR,FI	: 	21.69 	21.88 	22.06 	23.40 	24.30 	25.45 	25.42 	27.33 	28.16 	29.49 	29.75 	30.78 	32.56 
A,J_K,EUR,FR	: 	26.05 	26.52 	26.95 	27.75 	29.54 	31.24 	32.66 	33.31 	34.07 	33.61 	34.94 	36.43 	36.81 
A,J_K,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	6.85 	7.00 	7.96 	8.36 	8.92 	: 
A,J_K,EUR,IT	: 	: 	: 	: 	: 	: 	23.29 	24.17 	: 	: 	: 	: 	: 	: 
A,J_K,EUR,LT	: 	1.61 	1.99 	2.41 	2.92 	3.32 	3.32 	3.80 	3.97 	4.18 	4.58 	5.12 	5.88 	: 
A,J_K,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.16 	41.58 	42.36 	43.77 	45.32 
A,J_K,EUR,LV	: 	: 	1.76 	2.11 	2.35 	3.01 	3.19 	3.35 	3.21 	3.40 	3.77 	4.64 	5.71 	7.02 
A,J_K,EUR,MT	: 	: 	: 	: 	: 	: 	: 	9.38 	9.92 	9.97 	9.71 	8.61 	9.69 	: 
A,J_K,EUR,NL	: 	20.32 	19.29 b	21.09 	22.13 	24.14 	26.38 	27.85 	29.40 	29.99 	29.65 	: 	: 	: 
A,J_K,EUR,PL	: 	: 	: 	: 	: 	: 	: 	6.42 	5.66 	5.61 	6.86 	7.43 	8.44 	: 
A,J_K,EUR,PT	: 	: 	: 	: 	: 	11.59 	12.10 	12.70 	13.40 	14.00 	14.60 	15.29 	15.03 	15.54 
A,J_K,EUR,RO	: 	: 	: 	: 	: 	: 	: 	2.38 	2.24 	2.53 	3.32 	3.73 	4.93 	: 
A,J_K,EUR,SE	21.46 	25.24 	25.72 	26.55 	28.56 	33.10 	31.93 	33.39 	34.97 	35.90 	36.42 	37.49 	38.08 	: 
A,J_K,EUR,SI	: 	: 	: 	: 	: 	: 	13.23 	13.97 	14.59 	13.18 	13.65 	14.70 	15.63 	: 
A,J_K,EUR,SK	: 	2.62 	3.10 	3.31 	3.26 	3.60 	3.96 	4.31 	4.71 	5.76 	6.23 	6.67 	7.58 	: 
A,J_K,EUR,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.62 	27.69 	28.45 	: 
A,J_K,NAC,AT	: 	28.66 	28.80 	28.65 	28.70 	28.81 	28.80 	28.41 	29.70 	29.27 	29.53 	30.74 	31.29 	30.62 
A,J_K,NAC,BE	: 	: 	: 	: 	: 	30.80 	32.40 	34.00 	34.78 	33.80 	33.69 	34.24 	34.86 	35.81 
A,J_K,NAC,BG	: 	: 	: 	: e	: e	2.62 	2.80 	2.90 	3.07 	3.34 	3.76 	4.19 	5.01 	: 
A,J_K,NAC,CH	: 	: 	: 	: 	: 	62.10 	: 	64.73 	: 	64.98 	: 	70.05 	: 	74.23 
A,J_K,NAC,CY	: 	8.27 	9.07 	9.57 	10.05 	10.29 	10.82 	11.62 	12.81 	13.91 	14.63 	15.26 	15.98 	17.22 
A,J_K,NAC,CZ	107.27 	113.00 	131.67 	146.41 	159.81 	168.72 	199.67 	199.30 	213.86 	225.22 	263.87 	251.26 	267.95 	: 
A,J_K,NAC,DE	: 	23.92 	25.01 	25.47 	25.80 	26.80 	27.20 	27.90 	28.60 	28.90 	29.20 	28.90 	29.00 	: 
A,J_K,NAC,DK	: 	: 	: 	: 	: 	: 	: 	256.44 	265.20 	274.01 	282.78 	294.08 	305.20 	: 
A,J_K,NAC,EE	: 	: 	: 	: 	: 	: 	: 	5.01 	5.27 	5.71 	6.03 	6.91 	7.54 	8.59 
A,J_K,NAC,EL	: 	: 	: 	: 	: 	: 	18.62 	20.27 	22.06 	: 	: 	: 	: 	: 
A,J_K,NAC,ES	: 	16.77 	16.40 	15.65 	15.95 	15.59 	15.34 	16.02 	16.75 	17.30 	17.69 	18.27 	19.12 	: 
A,J_K,NAC,FI	: 	21.26 	21.64 	22.20 	23.40 	24.30 	25.45 	25.42 	27.33 	28.16 	29.49 	29.75 	30.78 	32.56 
A,J_K,NAC,FR	: 	25.78 	26.74 	27.12 	27.75 	29.54 	31.24 	32.66 	33.31 	34.07 	33.61 	34.94 	36.43 	36.81 
A,J_K,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	1737.00 	1762.00 	1974.00 	2210.00 	2242.00 	: 
A,J_K,NAC,IT	: 	: 	: 	: 	: 	: 	23.29 	24.17 	: 	: 	: 	: 	: 	: 
A,J_K,NAC,LT	: 	8.18 	9.01 	10.80 	12.45 	12.28 	11.89 	13.14 	13.70 	14.43 	15.82 	17.69 	20.30 	: 
A,J_K,NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.16 	41.58 	42.36 	43.77 	45.32 
A,J_K,NAC,LV	: 	: 	1.16 	1.39 	1.47 	1.69 	1.78 	1.95 	2.06 	2.27 	2.62 	3.23 	4.00 	4.93 
A,J_K,NAC,MT	: 	: 	: 	: 	: 	: 	: 	8.93 	9.85 	9.94 	9.72 	8.61 	9.69 	: 
A,J_K,NAC,NL	: 	19.73 	19.35 	21.24 	22.13 	24.14 	26.38 	27.85 	29.40 	29.99 	29.65 	: 	: 	: 
A,J_K,NAC,PL	: 	: 	: 	: 	: 	: 	: 	24.75 	24.89 	25.40 	27.59 	28.96 	31.92 	: 
A,J_K,NAC,PT	: 	: 	: 	: 	: 	11.59 	12.10 	12.70 	13.40 	14.00 	14.60 	15.29 	15.03 	15.54 
A,J_K,NAC,RO	: 	: 	: 	: 	: 	: 	: 	7.43 	8.43 	10.26 	12.02 	13.16 	16.45 	: 
A,J_K,NAC,SE	200.29 	214.89 	222.48 	236.72 	251.57 	279.56 	295.51 	305.87 	319.05 	327.54 	338.04 	346.95 	352.29 	: 
A,J_K,NAC,SI	: 	: 	: 	: 	: 	: 	12.03 	13.17 	14.23 	13.14 	13.65 	14.70 	15.63 	: 
A,J_K,NAC,SK	: 	3.39 	3.92 	4.34 	4.78 	5.08 	5.69 	6.11 	6.49 	7.65 	7.99 	8.25 	8.50 	: 
A,J_K,NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.20 	18.88 	19.47 	: 
A,J_K,PPS,AT	: 	26.23 	26.75 	27.02 	27.38 	28.29 	27.49 	27.47 	28.75 	28.33 	28.78 	30.15 	30.51 	29.04 
A,J_K,PPS,BE	: 	: 	: 	: 	: 	30.20 	31.41 	33.50 	32.64 	31.66 	31.63 	31.79 	32.45 	32.43 
A,J_K,PPS,BG	: 	: 	: 	: e	: e	3.47 	3.51 	3.64 	3.87 	4.07 	4.44 	4.77 	5.62 	: 
A,J_K,PPS,CH	: 	: 	: 	: 	: 	27.97 	: 	30.07 	: 	29.89 	: 	33.08 	: 	36.18 
A,J_K,PPS,CY	: 	9.46 	10.52 	11.09 	11.63 	11.92 	12.37 	13.27 	14.12 	15.34 	16.41 	17.17 	18.19 	19.40 
A,J_K,PPS,CZ	7.43 	7.48 	8.25 	8.56 	9.34 	9.86 	11.72 	11.34 	12.31 	12.75 	15.22 	14.45 	15.46 	: 
A,J_K,PPS,DE	: 	21.45 	22.73 	23.26 	24.05 	25.16 	25.43 	26.17 	26.94 	27.59 	28.24 	28.16 	28.52 	: 
A,J_K,PPS,DK	: 	: 	: 	: 	: 	: 	: 	25.79 	25.29 	26.39 	27.00 	28.49 	29.84 	: 
A,J_K,PPS,EE	: 	: 	: 	: 	: 	: 	: 	8.24 	8.49 	9.05 	9.31 	10.08 	10.28 	11.06 
A,J_K,PPS,EL	: 	: 	: 	: 	: 	: 	22.62 	25.28 	25.68 	: 	: 	: 	: 	: 
A,J_K,PPS,ES	: 	19.11 	18.92 	18.21 	18.54 	18.34 	17.97 	18.93 	18.95 	19.02 	19.39 	19.91 	20.59 	: 
A,J_K,PPS,FI	: 	16.93 	17.50 	17.94 	19.14 	20.11 	20.40 	20.51 	21.59 	22.74 	23.83 	24.24 	25.74 	26.84 
A,J_K,PPS,FR	: 	22.21 	23.69 	24.33 	25.40 	27.91 	30.02 	31.56 	30.28 	30.98 	31.03 	32.19 	33.71 	32.89 
A,J_K,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	11.75 	11.29 	12.55 	13.79 	13.37 	: 
A,J_K,PPS,IT	: 	: 	: 	: 	: 	: 	23.35 	23.54 	: 	: 	: 	: 	: 	: 
A,J_K,PPS,LT	: 	4.41 	4.60 	5.29 	6.24 	6.31 	6.13 	7.01 	7.58 	7.81 	8.34 	8.93 	9.80 	: 
A,J_K,PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.97 	37.22 	38.04 	38.14 	38.57 
A,J_K,PPS,LV	: 	: 	3.68 	4.28 	4.50 	5.13 	5.40 	5.88 	5.90 	6.07 	6.60 	7.64 	8.58 	9.39 
A,J_K,PPS,MT	: 	: 	: 	: 	: 	: 	: 	12.57 	13.78 	13.62 	13.29 	11.51 	12.84 	: 
A,J_K,PPS,NL	: 	18.90 	18.66 	20.64 	21.55 	24.14 	25.62 	27.07 	27.27 	28.25 	28.29 	: 	: 	: 
A,J_K,PPS,PL	: 	: 	: 	: 	: 	: 	: 	10.49 	10.39 	10.54 	11.22 	11.90 	13.67 	: 
A,J_K,PPS,PT	: 	: 	: 	: 	: 	13.97 	14.34 	14.71 	15.57 	16.02 	17.14 	18.00 	17.54 	17.65 
A,J_K,PPS,RO	: 	: 	: 	: 	: 	: 	: 	5.53 	5.17 	5.85 	6.09 	6.48 	7.74 	: 
A,J_K,PPS,SE	17.06 	18.71 	19.54 	20.90 	22.60 	25.95 	26.64 	27.42 	28.31 	29.56 	30.55 	31.64 	32.94 	: 
A,J_K,PPS,SI	: 	: 	: 	: 	: 	: 	17.90 	18.77 	19.13 	17.45 	17.94 	19.17 	19.81 	: 
A,J_K,PPS,SK	: 	6.49 	7.45 	7.90 	8.05 	8.10 	9.12 	9.64 	9.30 	10.49 	11.24 	11.50 	12.00 	: 
A,J_K,PPS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.22 	25.04 	24.97 	: 
A,K,EUR,AT	: 	26.59 	25.58 	24.98 	24.48 	24.92 	23.90 	23.04 	23.76 	22.97 	24.14 	25.31 	26.78 	26.77 
A,K,EUR,BE	: 	: 	: 	: 	: 	26.74 	28.24 	29.76 	30.24 	29.98 	30.01 	30.64 	31.15 	32.27 
A,K,EUR,BG	: 	: 	: 	0.89 e	1.03 e	1.04 	1.10 	1.15 	1.20 	1.27 	1.49 	1.71 	2.12 	: 
A,K,EUR,CH	: 	: 	: 	: 	: 	38.04 	: 	41.12 	: 	38.79 	: 	39.90 	: 	41.58 
A,K,EUR,CY	: 	5.93 	6.52 	7.23 	7.70 	7.98 	8.35 	9.27 	10.13 	10.88 	11.46 	11.72 	12.69 	13.52 
A,K,EUR,CZ	2.74 	2.79 	3.27 	3.62 	3.84 	4.10 	5.11 	5.54 	5.73 	6.12 	7.90 	7.85 	8.66 	: 
A,K,EUR,DE	: 	21.70 	22.00 	22.40 	22.90 	23.70 	24.10 	24.40 	24.90 	25.30 	25.90 	25.60 	25.80 	: 
A,K,EUR,DK	: 	: 	26.51 	27.57 	28.79 	29.40 	31.07 	32.07 	33.14 	33.94 	35.16 	36.48 	38.23 	: 
A,K,EUR,EE	: 	1.82 	2.22 	2.43 	2.73 	2.79 	3.43 	4.49 	4.53 	5.12 	5.35 	6.29 	6.68 	7.66 
A,K,EUR,EL	9.76 	10.26 	10.75 	10.66 	11.49 	11.78 	12.34 	13.09 	13.88 	: 	: 	: 	: 	: 
A,K,EUR,ES	: 	11.73 	11.02 	10.91 	11.33 	11.85 	12.13 	13.02 	13.76 	14.17 	14.58 	15.34 	16.15 	: 
A,K,EUR,FI	: 	: 	: 	: 	: 	22.88 	23.70 	24.78 	26.67 	27.57 	28.99 	29.36 	30.26 	32.06 
A,K,EUR,FR	: 	23.47 	23.93 	24.48 	25.31 	27.03 	28.68 	30.16 	30.89 	31.59 	30.87 	32.10 	33.33 	33.68 
A,K,EUR,HU	: 	2.57 	2.66 	3.07 	3.32 	3.84 	4.36 	5.42 	5.52 	5.76 	6.24 	6.42 	7.11 	: 
A,K,EUR,IT	: 	17.54 	17.97 	17.55 	17.73 	17.91 	17.97 	19.09 	19.87 	20.53 	: 	: 	: 	: 
A,K,EUR,LT	: 	1.19 	1.55 	2.00 	2.42 	2.81 	2.60 	3.02 	3.22 	3.57 	3.91 	4.42 	5.07 	: 
A,K,EUR,LU	: 	18.28 e	18.91 e	19.72 e	20.48 e	21.76 e	23.26 e	24.16 e	25.18 e	23.76 e	24.53 	24.97 	25.80 	26.84 
A,K,EUR,LV	: 	: 	1.32 	1.61 	1.92 	2.43 	2.54 	2.67 	2.54 	2.75 	2.97 	3.73 	4.74 	5.86 
A,K,EUR,MT	: 	: 	: 	: 	: 	: 	: 	7.21 	7.68 	7.17 	6.92 	5.81 	6.90 	: 
A,K,EUR,NL	: 	18.18 	17.41 b	19.30 	20.12 	22.09 	23.92 	24.91 	26.48 	26.73 	26.14 	: 	: 	: 
A,K,EUR,PL	: 	3.02 	3.56 	3.92 	4.37 	4.83 	5.72 	5.44 	4.81 	4.72 	5.76 	6.25 	7.10 	: 
A,K,EUR,PT	: 	7.63 	7.93 	8.24 	8.74 	8.09 	8.80 	9.50 	10.30 	11.10 	11.40 	11.92 	12.16 	12.47 
A,K,EUR,RO	: 	: 	: 	: 	: 	1.29 	1.49 	1.61 	1.48 	1.69 	2.22 	2.62 	3.70 	: 
A,K,EUR,SE	20.68 	24.32 	24.78 	25.58 	27.52 	30.78 	29.69 	31.04 	32.51 	33.75 	34.00 	35.04 	35.57 	: 
A,K,EUR,SI	8.42 	8.52 	9.05 	9.74 	10.30 	11.21 	12.19 	13.17 	13.87 	11.69 	12.13 	12.88 	13.73 	: 
A,K,EUR,SK	: 	2.18 	2.78 	2.93 	2.89 	3.27 	3.89 	3.87 	4.36 	5.19 	5.85 	6.06 	6.99 	: 
A,K,EUR,UK	: 	15.53 	18.76 	20.74 	22.91 	27.07 	28.48 	29.32 	27.10 	28.34 	24.39 	25.57 	26.00 	: 
A,K,NAC,AT	: 	25.96 	25.70 	25.15 	24.48 	24.92 	23.90 	23.04 	23.76 	22.97 	24.14 	25.31 	26.78 	26.77 
A,K,NAC,BE	: 	: 	: 	: 	: 	26.74 	28.24 	29.76 	30.24 	29.98 	30.01 	30.64 	31.15 	32.27 
A,K,NAC,BG	: 	: 	: 	1.75 e	2.01 e	2.03 	2.15 	2.25 	2.33 	2.49 	2.92 	3.35 	4.14 	: 
A,K,NAC,CH	: 	: 	: 	: 	: 	59.26 	: 	60.33 	: 	59.88 	: 	62.76 	: 	66.00 
A,K,NAC,CY	: 	6.00 	6.49 	7.16 	7.62 	7.83 	8.22 	9.11 	10.11 	10.82 	11.29 	11.53 	12.63 	13.52 
A,K,NAC,CZ	95.19 	96.11 	117.34 	130.55 	141.62 	145.79 	174.12 	170.77 	182.50 	195.31 	235.22 	222.38 	240.54 	: 
A,K,NAC,DE	: 	21.19 	22.10 	22.55 	22.90 	23.70 	24.10 	24.40 	24.90 	25.30 	25.90 	25.60 	25.80 	: 
A,K,NAC,DK	: 	: 	198.41 	206.75 	214.10 	219.16 	231.56 	238.26 	246.27 	252.54 	261.98 	272.09 	284.83 	: 
A,K,NAC,EE	: 	1.78 	2.23 	2.45 	2.73 	2.79 	3.43 	4.49 	4.53 	5.12 	5.35 	6.29 	6.68 	7.66 
A,K,NAC,EL	8.68 	9.20 	9.76 	10.35 	10.98 	11.64 	12.34 	13.09 	13.88 	: 	: 	: 	: 	: 
A,K,NAC,ES	: 	11.33 	10.99 	10.96 	11.33 	11.85 	12.13 	13.02 	13.76 	14.17 	14.58 	15.34 	16.15 	: 
A,K,NAC,FI	: 	: 	: 	: 	: 	22.88 	23.70 	24.78 	26.67 	27.57 	28.99 	29.36 	30.26 	32.06 
A,K,NAC,FR	: 	23.23 	24.12 	24.64 	25.31 	27.03 	28.68 	30.16 	30.89 	31.59 	30.87 	32.10 	33.33 	33.68 
A,K,NAC,HU	: 	497.62 	564.03 	738.65 	838.81 	999.26 	1118.68 	1317.72 	1401.00 	1450.00 	1549.00 	1697.00 	1786.00 	: 
A,K,NAC,IT	: 	17.75 	17.91 	17.62 	17.73 	17.91 	17.97 	19.09 	19.87 	20.53 	: 	: 	: 	: 
A,K,NAC,LT	: 	6.02 	7.02 	8.95 	10.31 	10.38 	9.33 	10.45 	11.13 	12.33 	13.49 	15.27 	17.49 	: 
A,K,NAC,LU	: 	17.81 e	19.00 e	19.86 e	20.48 e	21.76 e	23.26 e	24.16 e	25.18 e	23.76 e	24.53 	24.97 	25.80 	26.84 
A,K,NAC,LV	: 	: 	0.87 	1.06 	1.20 	1.36 	1.42 	1.55 	1.63 	1.83 	2.07 	2.60 	3.32 	4.12 
A,K,NAC,MT	: 	: 	: 	: 	: 	: 	: 	6.87 	7.62 	7.15 	6.93 	5.81 	6.90 	: 
A,K,NAC,NL	: 	17.65 	17.47 	19.44 	20.12 	22.09 	23.92 	24.91 	26.48 	26.73 	26.14 	: 	: 	: 
A,K,NAC,PL	: 	10.32 	13.21 	15.35 	18.48 	19.36 	21.00 	20.97 	21.17 	21.38 	23.17 	24.34 	26.88 	: 
A,K,NAC,PT	: 	7.45 	7.86 	8.29 	8.74 	8.09 	8.80 	9.50 	10.30 	11.10 	11.40 	11.92 	12.16 	12.47 
A,K,NAC,RO	: 	: 	: 	: 	: 	2.56 	3.87 	5.04 	5.57 	6.83 	8.03 	9.25 	12.34 	: 
A,K,NAC,SE	193.00 	207.07 	214.38 	228.10 	242.42 	259.92 	274.75 	284.38 	296.64 	307.91 	315.56 	324.31 	328.98 	: 
A,K,NAC,SI	5.44 	6.10 	6.84 	7.56 	8.36 	9.67 	11.09 	12.42 	13.54 	11.66 	12.13 	12.87 	13.73 	: 
A,K,NAC,SK	: 	2.82 	3.51 	3.84 	4.23 	4.62 	5.60 	5.48 	6.01 	6.90 	7.49 	7.49 	7.83 	: 
A,K,NAC,UK	: 	12.64 	12.99 	14.03 	15.09 	16.50 	17.71 	18.44 	18.75 	19.23 	16.68 	17.43 	17.79 	: 
